"filename", "language", "Markdown", "Ini", "C++", "JSON", "Properties", "Plain Text (PDF)", "Perl", "C", "Makefile", "Processing", "HTML", "JavaScript", "CSS", "XML", "comment", "blank", "total"
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_Video_Streaming/ArduCAM_Mini_5MP_Plus_Video_Streaming.ino", "C++", 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 419
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_5MP_Plus_short_movie_clip/ArduCAM_Mini_5MP_Plus_short_movie_clip.ino", "C++", 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 9, 346
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_Capture2SD/ArduCAM_Mini_Capture2SD.ino", "C++", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9, 214
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_LowPowerMode/ArduCAM_Mini_LowPowerMode.ino", "C++", 0, 0, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 298
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_PIR_Trig_Capture2SD/ArduCAM_Mini_PIR_Trig_Capture2SD.ino", "C++", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 9, 233
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_Video2SD/ArduCAM_Mini_Video2SD.ino", "C++", 0, 0, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 45, 455
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_Video_Streaming/ArduCAM_Mini_Video_Streaming.ino", "C++", 0, 0, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 4, 487
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/examples/mini/ArduCAM_Mini_Video_Streaming_Bluetooth/ArduCAM_Mini_Video_Streaming_Bluetooth.ino", "C++", 0, 0, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 4, 488
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/library.json", "JSON", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/memorysaver.h", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 9, 46
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9d111_regs.h", "C++", 0, 0, 506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 32, 592
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9d112_regs.h", "C++", 0, 0, 464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 475
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9m001_regs.h", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 18
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9m034_regs.h", "C++", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 5, 90
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9m112_regs.h", "C++", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 170
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9t112_regs.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/mt9v111_regs.h", "C++", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 73
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov2640_regs.h", "C++", 0, 0, 1036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43, 1089
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov3640_regs.h", "C++", 0, 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34, 395
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov5640_regs.h", "C++", 0, 0, 4740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 53, 4820
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov5642_regs.h", "C++", 0, 0, 2353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 92, 2481
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov7660_regs.h", "C++", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 119
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov7670_regs.h", "C++", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 178
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov7675_regs.h", "C++", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 212
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/ArduCAM/ov7725_regs.h", "C++", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 97
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHCRC.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 18, 105
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHCRC.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 20
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHDatagram.cpp", "C++", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24, 124
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHDatagram.h", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 26, 163
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHGenericDriver.cpp", "C++", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 28, 185
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHGenericDriver.h", "C++", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 53, 266
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHGenericSPI.cpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 32
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHGenericSPI.h", "C++", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 21, 147
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHHardwareSP12.cpp", "C++", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 167
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHHardwareSP1I.cpp", "C++", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 167
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHHardwareSPI.cpp", "C++", 0, 0, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 413
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHHardwareSPI.h", "C++", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 12, 74
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHHardwareSPI1.h", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 11, 77
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHHardwareSPI2.h", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 11, 77
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHMesh.cpp", "C++", 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 22, 245
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHMesh.h", "C++", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 25, 263
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHNRFSPIDriver.cpp", "C++", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 114
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHNRFSPIDriver.h", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 15, 96
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHReliableDatagram.cpp", "C++", 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 16, 188
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHReliableDatagram.h", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 25, 204
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHRouter.cpp", "C++", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 33, 307
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHRouter.h", "C++", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 37, 329
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHSPIDriver.cpp", "C++", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 92
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHSPIDriver.h", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 15, 95
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHSoftwareSPI.cpp", "C++", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 167
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHSoftwareSPI.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 13, 90
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHTcpProtocol.h", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 67
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_ASK.cpp", "C++", 0, 0, 564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 111, 846
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_ASK.h", "C++", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 298, 56, 423
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_CC110.cpp", "C++", 0, 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 53, 465
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_CC110.h", "C++", 0, 0, 421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 368, 101, 890
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_MRF89.cpp", "C++", 0, 0, 404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 66, 565
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_MRF89.h", "C++", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 92, 629
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_NRF24.cpp", "C++", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 40, 339
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_NRF24.h", "C++", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 422, 59, 640
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_NRF51.cpp", "C++", 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 43, 292
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_NRF51.h", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 29, 243
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_NRF905.cpp", "C++", 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 36, 267
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_NRF905.h", "C++", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 271, 50, 424
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF22.cpp", "C++", 0, 0, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 82, 736
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF22.h", "C++", 0, 0, 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 743, 105, 1292
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF24.cpp", "C++", 0, 0, 908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 98, 1167
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF24.h", "C++", 0, 0, 571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 436, 94, 1101
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF69.cpp", "C++", 0, 0, 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 59, 552
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF69.h", "C++", 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 548, 88, 930
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF95.cpp", "C++", 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 48, 402
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_RF95.h", "C++", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 470, 60, 729
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_Serial.cpp", "C++", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 25, 238
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_Serial.h", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 36, 259
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_TCP.cpp", "C++", 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 34, 302
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RH_TCP.h", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 25, 188
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHutil/HardwareSerial.cpp", "C++", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 31, 247
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHutil/HardwareSerial.h", "C++", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 16, 101
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHutil/RasPi.cpp", "C++", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 177
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHutil/RasPi.h", "C++", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 76
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHutil/atomic.h", "C++", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 72
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RHutil/simulator.h", "C++", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 85
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/RadioHead.h", "C++", 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 713, 37, 971
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/STM32ArduinoCompat/HardwareSPI.cpp", "C++", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 25, 182
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/STM32ArduinoCompat/HardwareSPI.h", "C++", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 39
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/STM32ArduinoCompat/HardwareSerial.cpp", "C++", 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 35, 350
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/STM32ArduinoCompat/HardwareSerial.h", "C++", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 79
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/STM32ArduinoCompat/wirish.cpp", "C++", 0, 0, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 39, 414
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/STM32ArduinoCompat/wirish.h", "C++", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 25, 158
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/README.md", "Markdown", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/rf69_client/rf69_client.ino", "C++", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16, 97
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/rf69_reliable_datagram_client/rf69_reliable_datagram_client.ino", "C++", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 91
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/rf69_reliable_datagram_server/rf69_reliable_datagram_server.ino", "C++", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 85
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/rf69_rx_demo/rf69_rx_demo.ino", "C++", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 119
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/rf69_server/rf69_server.ino", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 15, 102
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/Teensy/rf69_tx_demo/rf69_tx_demo.ino", "C++", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 24, 115
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/ask/ask_receiver/ask_receiver.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 7, 7, 33
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/ask/ask_reliable_datagram_client/ask_reliable_datagram_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 12, 10, 60
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/ask/ask_reliable_datagram_server/ask_reliable_datagram_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 12, 10, 54
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/ask/ask_transmitter/ask_transmitter.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 6, 6, 28
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/cc110/cc110_client/cc110_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 27, 11, 76
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/cc110/cc110_server/cc110_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 27, 10, 70
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/mrf89/mrf89_client/mrf89_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 22, 10, 69
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/mrf89/mrf89_server/mrf89_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 25, 11, 68
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf24/nrf24_client/nrf24_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 18, 9, 68
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf24/nrf24_reliable_datagram_client/nrf24_reliable_datagram_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 16, 10, 64
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf24/nrf24_reliable_datagram_server/nrf24_reliable_datagram_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 16, 10, 58
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf24/nrf24_server/nrf24_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 18, 7, 61
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_audio_rx/nrf51_audio_rx.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 38, 17, 114
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_audio_tx/nrf51_audio.pdf", "Plain Text (PDF)", 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 247
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_audio_tx/nrf51_audio_tx.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 42, 20, 144
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_client/nrf51_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 15, 10, 67
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_reliable_datagram_client/nrf51_reliable_datagram_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 14, 11, 65
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_reliable_datagram_server/nrf51_reliable_datagram_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 14, 12, 60
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf51/nrf51_server/nrf51_server.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 15, 7, 58
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf905/nrf905_client/nrf905_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 14, 9, 60
"/Users/nyameaama/Documents/PlatformIO/Projects/Model Rocket/lib/RadioHead-master/examples/nrf905/nrf905_reliable_datagram_client/nrf905_reliable_datagram_client.pde", "Processing", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 13, 10, 61
